0.000000000000000000e+00 9.057971925656295269e-04 2.606624513992318853e-03 1.488620539811327803e-02 5.840260088596158083e-04 5.839489957821749656e-04
0.000000000000000000e+00 1.799746486932631701e-02 2.513454808076012981e+01 1.488567658321374339e-02 5.853244177505965073e-04 5.850756595708715571e-04
0.000000000000000000e+00 1.968798027994372646e+01 1.221083693034720241e+01 1.488834306795324205e-02 5.969999930752967676e-04 5.947560293325202408e-04
0.000000000000000000e+00 1.264502643099744006e+01 8.091922512080154561e+00 1.489040418148108308e-02 6.690215359618936850e-04 6.491406097203414717e-04
0.000000000000000000e+00 9.364504279809512610e+00 6.053911455075991377e+00 1.489459341698616546e-02 1.004783726054080985e-03 1.115044031991792826e-03
0.000000000000000000e+00 7.477341105367133700e+00 4.757121684463900380e+00 1.489959705237197882e-02 1.164215441546935653e-01 1.307337870970623206e-01
0.000000000000000000e+00 6.199554104583315350e+00 3.876032358105927500e+00 1.490601229985299980e-02 1.175822013196748256e-01 1.285111977971649944e-01
0.000000000000000000e+00 5.254099206669036626e+00 3.265633097268049401e+00 1.491386583876213624e-02 1.181781267057330775e-01 1.222176033596861500e-01
0.000000000000000000e+00 4.530605860330492618e+00 2.803304791200611046e+00 1.492307272599757532e-02 1.227338114904536898e-01 1.239387355614071651e-01
0.000000000000000000e+00 3.976191929593999586e+00 2.449232466706685596e+00 1.493408717987209852e-02 1.229928291947761931e-01 1.222410773204486156e-01
0.000000000000000000e+00 3.533515477497413126e+00 2.164495521666996769e+00 1.494507597428834829e-02 1.226504498762647222e-01 1.226179794026875935e-01
0.000000000000000000e+00 3.173819113522366120e+00 1.932085961535076502e+00 1.495799876481674132e-02 1.207162130615544310e-01 1.228094844337319913e-01
0.000000000000000000e+00 2.876048444724760511e+00 1.739554445173190578e+00 1.497236392097208053e-02 1.133501558332803555e-01 1.241472521094233311e-01
0.000000000000000000e+00 2.622147737966313397e+00 1.576405234134487188e+00 1.498890093927436433e-02 1.020116338522285698e-01 1.229742175047899705e-01
0.000000000000000000e+00 2.405965096165953998e+00 1.438824688876259250e+00 1.500450180636263807e-02 9.561170094802712294e-02 1.241836566570338057e-01
0.000000000000000000e+00 2.215371280348281680e+00 1.318107339060252903e+00 1.502832168552830673e-02 9.140290563439118499e-02 1.242377754547101670e-01
0.000000000000000000e+00 2.050456199140083147e+00 1.218081689079147933e+00 1.504580486821884694e-02 7.711280827645379532e-02 1.232330114293603285e-01
0.000000000000000000e+00 1.903825385071558740e+00 1.130612248085992588e+00 1.510121094542094672e-02 7.419596796560490315e-02 1.227594933879624095e-01
0.000000000000000000e+00 1.776334455419765090e+00 1.053594545515178504e+00 1.511455341585198758e-02 6.835110015512836645e-02 1.236724912571256219e-01
0.000000000000000000e+00 1.661880879382500398e+00 9.766497699114060627e-01 1.529433798291041265e-02 5.092816037936886281e-02 1.252942758079784169e-01
1.054121143681851694e-04 1.560664230033942834e+00 9.114546409437627172e-01 1.523843764993479920e-02 4.866373840226435182e-02 1.215411570515381873e-01
1.145748338739584595e-03 1.467738627598030643e+00 8.481510781598904369e-01 1.567607479270270374e-02 5.279315186916079539e-02 1.193400884656887484e-01
2.487090489614202937e+01 1.384744976838146124e+00 7.948467513198668177e-01 1.541819797997326900e-02 3.981224120722390986e-02 1.218411425717174090e-01
2.272389836282213693e+01 1.307659923848178751e+00 7.423213342770751400e-01 1.612937441073638775e-02 3.372804163749532069e-02 1.199920784371008992e-01
2.084652398220515579e+01 1.238980263660839354e+00 6.986279173659363240e-01 1.559446575648233690e-02 3.736381714536465837e-02 1.161465097291120296e-01
1.917077882260945287e+01 1.176593997285133586e+00 6.547383909617835451e-01 1.639522225020887541e-02 3.038500718557981747e-02 1.186802370755073721e-01
1.768056855950875317e+01 1.125186303363892693e+00 6.182395870947380301e-01 1.570182348684664997e-02 2.524638591375485269e-02 1.153442391818736840e-01
1.636660318214919130e+01 1.080072330963249394e+00 5.807557739117031881e-01 1.639696100943865628e-02 2.754394728661688913e-02 1.126303924720946370e-01
1.517800833783326198e+01 1.040269043465754883e+00 5.491636841865763508e-01 1.572874274272124603e-02 2.209499708344258781e-02 1.122485645775196800e-01
1.412259823170055562e+01 9.943703002618105025e-01 5.167130079644948193e-01 1.625946319573049956e-02 2.004485856252290546e-02 1.084140174826752762e-01
1.316317703863083644e+01 9.487581283653082620e-01 4.900612606447005137e-01 1.571635108994571400e-02 2.005214084227909324e-02 1.063746279080647894e-01
1.230253813753131631e+01 9.019037312768082293e-01 4.617062396327958340e-01 1.611582257169359364e-02 1.588305641065437118e-02 1.022344450253639958e-01
1.151463482092828805e+01 8.616458218107768685e-01 4.384055532573195024e-01 1.570926531756489108e-02 1.619267204774870600e-02 9.982026249233176551e-02
1.080340302426530563e+01 8.225642687910598161e-01 4.134128723487655588e-01 1.601659619634082307e-02 1.421663403770240079e-02 9.389665533465468839e-02
1.014761831877384601e+01 7.885420926852078072e-01 3.929445469649313627e-01 1.572791570146675130e-02 1.326303794211211064e-02 9.181133858929635405e-02
9.551833573693068402e+00 7.548952970144777730e-01 3.710554447871871053e-01 1.597771988563481335e-02 1.406302275423542206e-02 8.839367680794543713e-02
9.001812526741822751e+00 7.251180046900118636e-01 3.533518323293412533e-01 1.576807889848704305e-02 1.106827602270855047e-02 7.941864200025147702e-02
8.499223402525423410e+00 6.956468496384642375e-01 3.344988909852769643e-01 1.598936073748491102e-02 1.102501020110142893e-02 8.018619650052934145e-02
8.033120766256264034e+00 6.691945021938993099e-01 3.187724448564611124e-01 1.582495352382361220e-02 1.053965303474456959e-02 7.117968015437724227e-02
7.605086342052399750e+00 6.429867341646591239e-01 3.015217033769890809e-01 1.603520850696057640e-02 9.315568549946393745e-03 6.735912995659923408e-02
7.206167976267706443e+00 6.191871713643849473e-01 2.876387061654493982e-01 1.590317856452565931e-02 9.928374760299984655e-03 6.578771588253753966e-02
6.838500863868953950e+00 5.956727238121565238e-01 2.723465320410030088e-01 1.610932186926766416e-02 8.452484887932282948e-03 5.561081393511688176e-02
6.494477874023703912e+00 5.742645911516609525e-01 2.601522360425884695e-01 1.601168770024131299e-02 8.088144641145187524e-03 5.659402864720047832e-02
6.176395982162507181e+00 5.531174558594649238e-01 2.467397185638068313e-01 1.621738658281885945e-02 7.733287348915712442e-03 4.960374426508737389e-02
5.878234377088244145e+00 5.337916520502606899e-01 2.358850803851576250e-01 1.613716458732051412e-02 7.336522137990512948e-03 4.675753563085793818e-02
5.601413676683423049e+00 5.146804788184590196e-01 2.238880570761597466e-01 1.633485927228693277e-02 7.216765289907813886e-03 4.311254835351788217e-02
5.340830484035702597e+00 4.971792897519310972e-01 2.142735494137952834e-01 1.626072864837108806e-02 6.279320427399756772e-03 3.971413938654411863e-02
5.098053213382793381e+00 4.798429255001600002e-01 2.038120724795740579e-01 1.644961843940327684e-02 6.324533326649265166e-03 3.942154102840590701e-02
4.869347142703571940e+00 4.639489874930199376e-01 1.955383069715896927e-01 1.638230997097491273e-02 5.853510198270499981e-03 3.285503687006127022e-02
4.655372627527934348e+00 4.482193428165080484e-01 1.862164677427514681e-01 1.656688054270723243e-02 5.776778517264427246e-03 3.390362118262973262e-02
