0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.408335843262547085e-02 5.184642889895002462e-04 5.184642889894978610e-04
0.000000000000000000e+00 1.934236238436920274e+01 1.242748858737998319e+01 1.408457731661299020e-02 5.185917590466489896e-04 5.183482301428250089e-04
0.000000000000000000e+00 9.428808796132239323e+00 5.973268714277622848e+00 1.408823662730605830e-02 5.189741714866614140e-04 5.180008450312583064e-04
0.000000000000000000e+00 6.127676966981980833e+00 3.826088532663321384e+00 1.409434434397808383e-02 5.196115324328609390e-04 5.174245000741778660e-04
0.000000000000000000e+00 4.479646073214542668e+00 2.755660815819501064e+00 1.410291377570092701e-02 5.205038498161953468e-04 5.166231132338317249e-04
0.000000000000000000e+00 3.492850524185682204e+00 2.115925738518761978e+00 1.411396357680404744e-02 5.216511299631966005e-04 5.156021154303029987e-04
0.000000000000000000e+00 2.836667280918356848e+00 1.691528048434656650e+00 1.412751776858722254e-02 5.230533728190724834e-04 5.143683975473760600e-04
0.000000000000000000e+00 2.369399761808085980e+00 1.390170949714930604e+00 1.414360576735761675e-02 5.247105658061279251e-04 5.129302440192184433e-04
0.000000000000000000e+00 2.020198821626053576e+00 1.165704575850146307e+00 1.416226241888245141e-02 5.266226763185894843e-04 5.112972542224493737e-04
0.000000000000000000e+00 1.749703080072715133e+00 9.924888160210424415e-01 1.418352803937084419e-02 5.287896428557026934e-04 5.094802530989317674e-04
0.000000000000000000e+00 1.534295055120947993e+00 8.551384477772930870e-01 1.420744846311989239e-02 5.312113647967643768e-04 5.074911925974255264e-04
2.490140982147099180e+01 1.358944861653781588e+00 7.438618359308910577e-01 1.423407509698402205e-02 5.338876908238074804e-04 5.053430456431609119e-04
2.084791818563726196e+01 1.213632062227030239e+00 6.521302842959798562e-01 1.426346498184912284e-02 5.368184060006340411e-04 5.030496944223299561e-04
1.769363115041329948e+01 1.091418972576976065e+00 5.754230735881905590e-01 1.429568086131909228e-02 5.400032175204549359e-04 5.006258148024739577e-04
1.519108526921621660e+01 9.873496944177464485e-01 5.105103426050745519e-01 1.433079125784611149e-02 5.434417391391413617e-04 4.980867587017204961e-04
1.317244459253548605e+01 8.977895360459416940e-01 4.550228193242244479e-01 1.436887055656312605e-02 5.471334743164699924e-04 4.954484361716015531e-04
1.152062173437693993e+01 8.200121510083376863e-01 4.071829052131262228e-01 1.440999909710261907e-02 5.510777980944903121e-04 4.927271988738886983e-04
1.015191867220046795e+01 7.519323931982436759e-01 3.656306732898674805e-01 1.445426327371268464e-02 5.552739377498804680e-04 4.899397265158252556e-04
9.005219936239807765e+00 6.919282208071970697e-01 3.293078690922107143e-01 1.450175564400885825e-02 5.597209522661489517e-04 4.871029176655851758e-04
8.035056796237039833e+00 6.387188415847012690e-01 2.973785450872681313e-01 1.455257504672582795e-02 5.644177106818340202e-04 4.842337862065510174e-04
7.207035205127099609e+00 5.912794148795016413e-01 2.691735068084933902e-01 1.460682672886062100e-02 5.693628693825580379e-04 4.813493645107827794e-04
