0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.877199999999999896e-03 2.877199999999999896e-03 2.877199999999999896e-03 2.877199999999999896e-03 2.877199999999999896e-03 2.877199999999999896e-03 2.877199999999999896e-03 2.877199999999999896e-03
5.754300000000000387e-03 5.754300000000000387e-03 5.754300000000000387e-03 5.754300000000000387e-03 5.754300000000000387e-03 5.754300000000000387e-03 5.754300000000000387e-03 5.754300000000000387e-03
8.631500000000000283e-03 8.631500000000000283e-03 8.631500000000000283e-03 8.631500000000000283e-03 8.631500000000000283e-03 8.631500000000000283e-03 8.631500000000000283e-03 8.631500000000000283e-03
1.150860000000000077e-02 1.150860000000000077e-02 1.150860000000000077e-02 1.150860000000000077e-02 1.150860000000000077e-02 1.150860000000000077e-02 1.150860000000000077e-02 1.150860000000000077e-02
1.438580000000000067e-02 1.438580000000000067e-02 1.438580000000000067e-02 1.438580000000000067e-02 1.438580000000000067e-02 1.438580000000000067e-02 1.438580000000000067e-02 1.438580000000000067e-02
1.726300000000000057e-02 1.726300000000000057e-02 1.726300000000000057e-02 1.726300000000000057e-02 1.726300000000000057e-02 1.726300000000000057e-02 1.726300000000000057e-02 1.726300000000000057e-02
2.014010000000000106e-02 2.014010000000000106e-02 2.014010000000000106e-02 2.014010000000000106e-02 2.014010000000000106e-02 2.014010000000000106e-02 2.014010000000000106e-02 2.014010000000000106e-02
2.301730000000000095e-02 2.301730000000000095e-02 2.301730000000000095e-02 2.301730000000000095e-02 2.301730000000000095e-02 2.301730000000000095e-02 2.301730000000000095e-02 2.301730000000000095e-02
2.589440000000000144e-02 2.589440000000000144e-02 2.589440000000000144e-02 2.589440000000000144e-02 2.589440000000000144e-02 2.589440000000000144e-02 2.589440000000000144e-02 2.589440000000000144e-02
2.877160000000000134e-02 2.877160000000000134e-02 2.877160000000000134e-02 2.877160000000000134e-02 2.877160000000000134e-02 2.877160000000000134e-02 2.877160000000000134e-02 2.877160000000000134e-02
3.164879999999999777e-02 3.164879999999999777e-02 3.164879999999999777e-02 3.164879999999999777e-02 3.164879999999999777e-02 3.164879999999999777e-02 3.164879999999999777e-02 3.164879999999999777e-02
3.452589999999999826e-02 3.452589999999999826e-02 3.452589999999999826e-02 3.452589999999999826e-02 3.452589999999999826e-02 3.452589999999999826e-02 3.452589999999999826e-02 3.452589999999999826e-02
3.740310000000000162e-02 3.740310000000000162e-02 3.740310000000000162e-02 3.740310000000000162e-02 3.740310000000000162e-02 3.740310000000000162e-02 3.740310000000000162e-02 3.740310000000000162e-02
4.028029999999999805e-02 4.028029999999999805e-02 4.028029999999999805e-02 4.028029999999999805e-02 4.028029999999999805e-02 4.028029999999999805e-02 4.028029999999999805e-02 4.028029999999999805e-02
4.315739999999999854e-02 4.315739999999999854e-02 4.315739999999999854e-02 4.315739999999999854e-02 4.315739999999999854e-02 4.315739999999999854e-02 4.315739999999999854e-02 4.315739999999999854e-02
4.603460000000000191e-02 4.603460000000000191e-02 4.603460000000000191e-02 4.603460000000000191e-02 4.603460000000000191e-02 4.603460000000000191e-02 4.603460000000000191e-02 4.603460000000000191e-02
4.891170000000000240e-02 4.891170000000000240e-02 4.891170000000000240e-02 4.891170000000000240e-02 4.891170000000000240e-02 4.891170000000000240e-02 4.891170000000000240e-02 4.891170000000000240e-02
5.178889999999999882e-02 5.178889999999999882e-02 5.178889999999999882e-02 5.178889999999999882e-02 5.178889999999999882e-02 5.178889999999999882e-02 5.178889999999999882e-02 5.178889999999999882e-02
5.466610000000000219e-02 5.466610000000000219e-02 5.466610000000000219e-02 5.466610000000000219e-02 5.466610000000000219e-02 5.466610000000000219e-02 5.466610000000000219e-02 5.466610000000000219e-02
5.754320000000000268e-02 5.754320000000000268e-02 5.754320000000000268e-02 5.754320000000000268e-02 5.754320000000000268e-02 5.754320000000000268e-02 5.754320000000000268e-02 5.754320000000000268e-02
6.042039999999999911e-02 6.042039999999999911e-02 6.042039999999999911e-02 6.042039999999999911e-02 6.042039999999999911e-02 6.042039999999999911e-02 6.042039999999999911e-02 6.042039999999999911e-02
6.329750000000000654e-02 6.329750000000000654e-02 6.329750000000000654e-02 6.329750000000000654e-02 6.329750000000000654e-02 6.329750000000000654e-02 6.329750000000000654e-02 6.329750000000000654e-02
6.617470000000000296e-02 6.617470000000000296e-02 6.617470000000000296e-02 6.617470000000000296e-02 6.617470000000000296e-02 6.617470000000000296e-02 6.617470000000000296e-02 6.617470000000000296e-02
6.905189999999999939e-02 6.905189999999999939e-02 6.905189999999999939e-02 6.905189999999999939e-02 6.905189999999999939e-02 6.905189999999999939e-02 6.905189999999999939e-02 6.905189999999999939e-02
7.192900000000000682e-02 7.192900000000000682e-02 7.192900000000000682e-02 7.192900000000000682e-02 7.192900000000000682e-02 7.192900000000000682e-02 7.192900000000000682e-02 7.192900000000000682e-02
7.480620000000000325e-02 7.480620000000000325e-02 7.480620000000000325e-02 7.480620000000000325e-02 7.480620000000000325e-02 7.480620000000000325e-02 7.480620000000000325e-02 7.480620000000000325e-02
7.768329999999999680e-02 7.768329999999999680e-02 7.768329999999999680e-02 7.768329999999999680e-02 7.768329999999999680e-02 7.768329999999999680e-02 7.768329999999999680e-02 7.768329999999999680e-02
8.056049999999999323e-02 8.056049999999999323e-02 8.056049999999999323e-02 8.056049999999999323e-02 8.056049999999999323e-02 8.056049999999999323e-02 8.056049999999999323e-02 8.056049999999999323e-02
8.343770000000000353e-02 8.343770000000000353e-02 8.343770000000000353e-02 8.343770000000000353e-02 8.343770000000000353e-02 8.343770000000000353e-02 8.343770000000000353e-02 8.343770000000000353e-02
8.631479999999999708e-02 8.631479999999999708e-02 8.631479999999999708e-02 8.631479999999999708e-02 8.631479999999999708e-02 8.631479999999999708e-02 8.631479999999999708e-02 8.631479999999999708e-02
8.919199999999999351e-02 8.919199999999999351e-02 8.919199999999999351e-02 8.919199999999999351e-02 8.919199999999999351e-02 8.919199999999999351e-02 8.919199999999999351e-02 8.919199999999999351e-02
9.206910000000000094e-02 9.206910000000000094e-02 9.206910000000000094e-02 9.206910000000000094e-02 9.206910000000000094e-02 9.206910000000000094e-02 9.206910000000000094e-02 9.206910000000000094e-02
9.494629999999999737e-02 9.494629999999999737e-02 9.494629999999999737e-02 9.494629999999999737e-02 9.494629999999999737e-02 9.494629999999999737e-02 9.494629999999999737e-02 9.494629999999999737e-02
9.782349999999999379e-02 9.782349999999999379e-02 9.782349999999999379e-02 9.782349999999999379e-02 9.782349999999999379e-02 9.782349999999999379e-02 9.782349999999999379e-02 9.782349999999999379e-02
1.007006000000000012e-01 1.007006000000000012e-01 1.007006000000000012e-01 1.007006000000000012e-01 1.007006000000000012e-01 1.007006000000000012e-01 1.007006000000000012e-01 1.007006000000000012e-01
1.035777999999999976e-01 1.035777999999999976e-01 1.035777999999999976e-01 1.035777999999999976e-01 1.035777999999999976e-01 1.035777999999999976e-01 1.035777999999999976e-01 1.035777999999999976e-01
1.064549000000000051e-01 1.064549000000000051e-01 1.064549000000000051e-01 1.064549000000000051e-01 1.064549000000000051e-01 1.064549000000000051e-01 1.064549000000000051e-01 1.064549000000000051e-01
1.093321000000000015e-01 1.093321000000000015e-01 1.093321000000000015e-01 1.093321000000000015e-01 1.093321000000000015e-01 1.093321000000000015e-01 1.093321000000000015e-01 1.093321000000000015e-01
1.122092999999999979e-01 1.122092999999999979e-01 1.122092999999999979e-01 1.122092999999999979e-01 1.122092999999999979e-01 1.122092999999999979e-01 1.122092999999999979e-01 1.122092999999999979e-01
1.150864000000000054e-01 1.150864000000000054e-01 1.150864000000000054e-01 1.150864000000000054e-01 1.150864000000000054e-01 1.150864000000000054e-01 1.150864000000000054e-01 1.150864000000000054e-01
1.179636000000000018e-01 1.179636000000000018e-01 1.179636000000000018e-01 1.179636000000000018e-01 1.179636000000000018e-01 1.179636000000000018e-01 1.179636000000000018e-01 1.179636000000000018e-01
1.208407999999999982e-01 1.208407999999999982e-01 1.208407999999999982e-01 1.208407999999999982e-01 1.208407999999999982e-01 1.208407999999999982e-01 1.208407999999999982e-01 1.208407999999999982e-01
1.237179000000000056e-01 1.237179000000000056e-01 1.237179000000000056e-01 1.237179000000000056e-01 1.237179000000000056e-01 1.237179000000000056e-01 1.237179000000000056e-01 1.237179000000000056e-01
1.265950999999999882e-01 1.265950999999999882e-01 1.265950999999999882e-01 1.265950999999999882e-01 1.265950999999999882e-01 1.265950999999999882e-01 1.265950999999999882e-01 1.265950999999999882e-01
1.294722000000000095e-01 1.294722000000000095e-01 1.294722000000000095e-01 1.294722000000000095e-01 1.294722000000000095e-01 1.294722000000000095e-01 1.294722000000000095e-01 1.294722000000000095e-01
1.323494000000000059e-01 1.323494000000000059e-01 1.323494000000000059e-01 1.323494000000000059e-01 1.323494000000000059e-01 1.323494000000000059e-01 1.323494000000000059e-01 1.323494000000000059e-01
1.352266000000000024e-01 1.352266000000000024e-01 1.352266000000000024e-01 1.352266000000000024e-01 1.352266000000000024e-01 1.352266000000000024e-01 1.352266000000000024e-01 1.352266000000000024e-01
1.381036999999999959e-01 1.381036999999999959e-01 1.381036999999999959e-01 1.381036999999999959e-01 1.381036999999999959e-01 1.381036999999999959e-01 1.381036999999999959e-01 1.381036999999999959e-01
1.409808999999999923e-01 1.409808999999999923e-01 1.409808999999999923e-01 1.409808999999999923e-01 1.409808999999999923e-01 1.409808999999999923e-01 1.409808999999999923e-01 1.409808999999999923e-01
1.438580000000000136e-01 1.438580000000000136e-01 1.438580000000000136e-01 1.438580000000000136e-01 1.438580000000000136e-01 1.438580000000000136e-01 1.438580000000000136e-01 1.438580000000000136e-01
1.467352000000000101e-01 1.467352000000000101e-01 1.467352000000000101e-01 1.467352000000000101e-01 1.467352000000000101e-01 1.467352000000000101e-01 1.467352000000000101e-01 1.467352000000000101e-01
1.496124000000000065e-01 1.496124000000000065e-01 1.496124000000000065e-01 1.496124000000000065e-01 1.496124000000000065e-01 1.496124000000000065e-01 1.496124000000000065e-01 1.496124000000000065e-01
1.524895000000000000e-01 1.524895000000000000e-01 1.524895000000000000e-01 1.524895000000000000e-01 1.524895000000000000e-01 1.524895000000000000e-01 1.524895000000000000e-01 1.524895000000000000e-01
1.553666999999999965e-01 1.553666999999999965e-01 1.553666999999999965e-01 1.553666999999999965e-01 1.553666999999999965e-01 1.553666999999999965e-01 1.553666999999999965e-01 1.553666999999999965e-01
1.582437999999999900e-01 1.582437999999999900e-01 1.582437999999999900e-01 1.582437999999999900e-01 1.582437999999999900e-01 1.582437999999999900e-01 1.582437999999999900e-01 1.582437999999999900e-01
1.611209999999999865e-01 1.611209999999999865e-01 1.611209999999999865e-01 1.611209999999999865e-01 1.611209999999999865e-01 1.611209999999999865e-01 1.611209999999999865e-01 1.611209999999999865e-01
1.639982000000000106e-01 1.639982000000000106e-01 1.639982000000000106e-01 1.639982000000000106e-01 1.639982000000000106e-01 1.639982000000000106e-01 1.639982000000000106e-01 1.639982000000000106e-01
