3.134374342798452506e+00 3.134048463791353267e+00 6.433123472032269419e-01 4.629543378911806784e-01 3.934621896884272219e-01 3.932957411811669468e-01
3.134831016670879045e+00 3.134234436124713419e+00 6.456148151525249457e-01 4.625017465454298038e-01 3.934237643699091680e-01 3.934718193581868140e-01
3.134119909797079995e+00 3.134023736913044811e+00 6.483117947947318882e-01 4.611147649034784135e-01 3.933727549639721710e-01 3.935730760130896067e-01
3.134345904425633655e+00 3.134791059658777357e+00 6.510558542504232271e-01 4.597616439892678875e-01 3.936175007413597604e-01 3.935096480526151241e-01
3.134299596274676247e+00 3.134049554149285211e+00 6.571710907611880703e-01 4.576272654871993972e-01 3.935033419719211611e-01 3.936995754481636411e-01
3.134514712303913431e+00 3.135386606691040079e+00 6.625684949248741296e-01 4.554809389675916198e-01 3.935906195452431588e-01 3.937911647683668415e-01
3.135072282734810312e+00 3.135036711790271546e+00 6.701380265165484129e-01 4.528245749948814902e-01 3.937245115219474290e-01 3.937761376185135442e-01
3.136189981023191020e+00 3.136047623079492919e+00 6.794036078236350695e-01 4.499742104731278558e-01 3.938882228121185491e-01 3.937413782692528730e-01
3.137833646094750240e+00 3.137816797359338938e+00 6.893014200688756254e-01 4.466366736385885550e-01 3.937917738953408686e-01 3.939350387994561276e-01
3.140051456960263998e+00 3.140162253543636872e+00 6.997460986778680780e-01 4.429669397677394871e-01 3.939469481689252817e-01 3.938452440219237793e-01
3.143532792390097086e+00 3.143801776499198120e+00 7.100465391473103072e-01 4.394766000682940321e-01 3.938876636900449646e-01 3.939845105048666030e-01
3.148935856554633261e+00 3.148897871956301664e+00 7.218566375029827897e-01 4.360318016941364672e-01 3.940544114471037918e-01 3.939430639163379877e-01
3.154147745488367072e+00 3.154637324263825260e+00 7.354458853420635656e-01 4.332679073552652138e-01 3.942229912110775114e-01 3.939963993642327522e-01
3.161410952408365560e+00 3.161241615673739069e+00 7.518017153871369151e-01 4.293975197562174828e-01 3.940131216136932291e-01 3.941392992113854632e-01
3.171281561146758410e+00 3.170602629408601381e+00 7.664351239398135007e-01 4.255492975907618769e-01 3.940879326502710889e-01 3.940465627627286471e-01
3.182469478835074472e+00 3.181905128098871050e+00 7.831670560985535268e-01 4.226255289455947972e-01 3.940494249997997245e-01 3.942368765052386426e-01
