-4.618131190875997818e-06 3.054297170585886579e-06 4.274383084056614141e-06 1.105626209457655023e+02 1.955747573957224859e+02 1.955747573957225995e+02
2.104191119599366049e-03 6.515952816570975692e-01 1.000379776242104946e+00 1.105620694358324982e+02 1.955731692688630403e+02 1.955762040560341859e+02
8.416760976083275531e-03 1.303146920918518026e+00 2.000770835693374661e+00 1.105604146778873371e+02 1.955684054668428189e+02 1.955805420544900528e+02
1.893761947776173571e-02 1.954611269382303007e+00 3.001184405379435649e+00 1.105576559875710529e+02 1.955604677251605779e+02 1.955877654462008479e+02
3.366664050230331467e-02 2.605944666539838472e+00 4.001631599949302398e+00 1.105537922245499658e+02 1.955493589357300550e+02 1.955978643315057468e+02
5.260364342491351264e-02 3.257103433739875875e+00 5.002123365746940387e+00 1.105488217929133015e+02 1.955350831460026768e+02 1.956108248686836646e+02
7.574839267000772758e-02 3.908043868219307715e+00 6.002670425127203835e+00 1.105427426417299444e+02 1.955176455577406216e+02 1.956266292917144654e+02
1.031005966339578195e-01 4.558722237076851869e+00 7.003283221160848449e+00 1.105355522657653609e+02 1.954970525254380789e+02 1.956452559330490431e+02
1.346599053639355170e-01 5.209094771341421293e+00 8.003971862751150468e+00 1.105272477063593612e+02 1.954733115543927511e+02 1.956666792513434530e+02
1.704259078646062353e-01 5.859117660040701558e+00 9.004746070315391648e+00 1.105178255524650837e+02 1.954464312984253240e+02 1.956908698640989712e+02
2.103981292840814976e-01 6.508747044342897858e+00 1.000561512210040149e+01 1.105072819418508629e+02 1.954164215572490946e+02 1.957177945851387051e+02
2.545760273766757287e-01 7.157939011715440003e+00 1.100658780118600433e+01 1.104956125624657091e+02 1.953832932734872259e+02 1.957474164668464880e+02
3.029589887054129904e-01 7.806649590173067921e+00 1.200767234329858013e+01 1.104828126539692903e+02 1.953470585293409556e+02 1.957796948470786162e+02
3.555463245609534195e-01 8.454834742574066198e+00 1.300887638550158520e+01 1.104688770094286951e+02 1.953077305429039825e+02 1.958145854006542379e+02
4.123372663200111088e-01 9.102450360983548094e+00 1.401020691583900657e+01 1.104537999771825838e+02 1.952653236641266972e+02 1.958520401953172154e+02
4.733309606250474255e-01 9.749452261132807607e+00 1.501167022401732432e+01 1.104375754628751167e+02 1.952198533704291492e+02 1.958920077520606355e+02
5.385264640717748463e-01 1.039579617694513836e+01 1.601327185319517099e+01 1.104201969316605556e+02 1.951713362619607892e+02 1.959344331096876033e+02
6.079227376437394970e-01 1.104143775516582338e+01 1.701501655295690085e+01 1.104016574105811657e+02 1.951197900565084069e+02 1.959792578934828384e+02
6.815186407079232289e-01 1.168633255009036276e+01 1.801690823353871451e+01 1.103819494911197978e+02 1.950652335840521516e+02 1.960264203878583373e+02
