4.361936368463220181e-04 1.081345076002674845e-05
2.842093868190379577e-04 9.152417232752179304e-06
2.293048913538801360e-04 9.775607418427141419e-06
2.071830096168931091e-04 1.106166454395761239e-05
2.025723667189268567e-04 1.253267152835381788e-05
2.108742080405207650e-04 1.405168194140320303e-05
2.311127958959312788e-04 1.559691724049418822e-05
2.644263998544254548e-04 1.720180683857866900e-05
3.137419598119098861e-04 1.894321120770796777e-05
3.839176407196316513e-04 2.094847151394767121e-05
4.822074691372384017e-04 2.341396330269964314e-05
6.190242900210921311e-04 2.663278148510838449e-05
8.090178557272889245e-04 3.102868082884379752e-05
1.072488263487808308e-03 3.719196653244257215e-05
1.437113487849972287e-03 4.591440575405707718e-05
1.939854405776516959e-03 5.822436164841457440e-05
2.628661095037555968e-03 7.542295427964052130e-05
3.563174169489159802e-03 9.911027625814841505e-05
4.812949034473896354e-03 1.311716215261111171e-04
6.450917340517208637e-03 1.736795487970851839e-04
8.539307155905249969e-03 2.286743671356495180e-04
1.110626316370166844e-02 2.978377167739301550e-04
1.411583336832170424e-02 3.821916346970035999e-04
1.744275550839306452e-02 4.820867703127863281e-04
2.087223813967822167e-02 5.976754338666705494e-04
2.414126404019061381e-02 7.295724456331843799e-04
2.701236541577155606e-02 8.788556428873671488e-04
2.934022047528164409e-02 1.045986919069215532e-03
3.109256790344247165e-02 1.229568463125427441e-03
3.232376150212725591e-02 1.426172645010643060e-03
3.312996642048565699e-02 1.631269664707883432e-03
3.361297930731914352e-02 1.840369516170835577e-03
3.386126013955468445e-02 2.049742123907349889e-03
3.394425264268910447e-02 2.256647722288993019e-03
3.391352495282310558e-02 2.459268027032443689e-03
3.380624680033934154e-02 2.656521556048538606e-03
3.364882535052828028e-02 2.847866857490072984e-03
3.345992834432984925e-02 3.033135476270403929e-03
3.325276579805959420e-02 3.212404185989121107e-03
3.303673043510248902e-02 3.385902916401983473e-03
3.281854699590834590e-02 3.553951040295468856e-03
3.260306680263463930e-02 3.716914693547196651e-03
3.239381413474654720e-02 3.875179041567714412e-03
3.219336213248557427e-02 4.029130843282532903e-03
3.200359282059267452e-02 4.179147933772508344e-03
3.182587874110307663e-02 4.325593252790782203e-03
3.166121157199700692e-02 4.468811796599557636e-03
3.151029475556622189e-02 4.609129407678548909e-03
3.137361149908704516e-02 4.746852689845163821e-03
3.125147571882782443e-02 4.882269589147311510e-03
3.114407098020591236e-02 5.015650348878752246e-03
3.105148082419948233e-02 5.147248656826483061e-03
3.097371277644320534e-02 5.277302873532356900e-03
3.091071761725991407e-02 5.406037275258461679e-03
3.086240501881458778e-02 5.533663273528205591e-03
3.082865634388250869e-02 5.660380590582530375e-03
3.080933519302241075e-02 5.786378380775648866e-03
3.080429614647188508e-02 5.911836294376522465e-03
3.081339205005584683e-02 6.036925484059792527e-03
3.083648012555949627e-02 6.161809556586013252e-03
3.087342713565763980e-02 6.286645473424815403e-03
3.092411379547603534e-02 6.411584404761363001e-03
3.098843859333295578e-02 6.536772541688987657e-03
3.106632115975933514e-02 6.662351871575914256e-03
3.115770530501313015e-02 6.788460921690902920e-03
3.126256183004035016e-02 6.915235476234734419e-03
3.138089120359491974e-02 7.042809271984361817e-03
3.151272618863729807e-02 7.171314677836086553e-03
3.165813449395051687e-02 7.300883363646619960e-03
3.181722152201193338e-02 7.431646963929918609e-03
3.199013328147137097e-02 7.563737742182908945e-03
3.217705953211896092e-02 7.697289261897960304e-03
3.237823723204186904e-02 7.832437070686945266e-03
3.259395436090314208e-02 7.969319404408384266e-03
3.282455420013802999e-02 8.108077918775232970e-03
3.307044016066643111e-02 8.248858456651140050e-03
3.333208126189223658e-02 8.391811860148645774e-03
3.361001838288317500e-02 8.537094837762311192e-03
3.390487142847982416e-02 8.684870898151437688e-03
3.421734758069620158e-02 8.835311363893334075e-03
3.454825084051446615e-02 8.988596480637016037e-03
3.489849310884590022e-02 9.144916639701093641e-03
3.526910711041218727e-02 9.304473735410948021e-03
3.566126153377446178e-02 9.467482682532616517e-03
3.607627884893865877e-02 9.634173124265003885e-03
3.651565637659927310e-02 9.804791367707586802e-03
3.698109132787263248e-02 9.979602591944886081e-03
3.747451072085992291e-02 1.015889338445662496e-02
3.799810732509324718e-02 1.034297467526599547e-02
3.855438310705733285e-02 1.053218515619488635e-02
3.914620207790986406e-02 1.072689529639029617e-02
3.977685501854275052e-02 1.092751209721254044e-02
4.045013933509987447e-02 1.113448477299103061e-02
4.117045836416948629e-02 1.134831160406157662e-02
4.194294592510328101e-02 1.156954829248169232e-02
4.277362399262721326e-02 1.179881827058036799e-02
4.366960431735415066e-02 1.203682558645367655e-02
4.463934908903881976e-02 1.228437124826083256e-02
4.569301199977691963e-02 1.254237429934100534e-02
4.684289041697067835e-02 1.281189950063600473e-02
