2.629634011336863274e-09 1.078246734802911509e-09
2.998020225615146948e-09 1.275052536994718624e-09
2.939586959474157441e-09 1.344608880550591834e-09
2.091535805160038173e-09 1.389654474439669335e-09
1.485661282492808173e-09 1.412077912637257909e-09
1.265536622391704640e-09 1.423416120743451443e-09
9.822894759938787692e-10 1.429823049187658874e-09
1.310668796169232299e-09 1.433166959473173039e-09
1.299007114412913229e-09 1.433946268757907584e-09
1.168657148569809370e-09 1.433095168927055688e-09
1.017182140924068502e-09 1.431342226654745686e-09
8.764986338206840945e-10 1.428979211382970874e-09
7.514514903293355965e-10 1.426053167455339225e-09
6.408157867898386301e-10 1.422564979105296378e-09
5.437575573292262040e-10 1.418545791015662700e-09
4.599115415814548202e-10 1.414060644653344171e-09
3.887575490836633322e-10 1.409191497618476327e-09
3.296080898666402701e-10 1.404020998272570794e-09
2.818616024508591651e-10 1.398622132821691794e-09
2.451274852941626673e-10 1.393053570468362322e-09
2.190770539824829255e-10 1.387359294532189780e-09
2.030753530951774021e-10 1.381570783469395850e-09
1.958481074456059962e-10 1.375710249268209313e-09
1.955054511891699729e-10 1.369793878297735090e-09
1.999436207392084348e-10 1.363834455124145673e-09
2.072899947713682022e-10 1.357843080584364439e-09
2.161234298226643174e-10 1.351829910637518527e-09
2.254762190954160088e-10 1.345804283314496465e-09
2.347382100141747698e-10 1.339775608331899084e-09
2.435494258601643095e-10 1.333753102807763494e-09
2.517142195299513427e-10 1.327745447337077811e-09
2.591407968275249430e-10 1.321760717157221870e-09
2.658011911466177878e-10 1.315806365624565066e-09
2.717054810057775013e-10 1.309888647641466016e-09
2.768856537606428287e-10 1.304012681673196204e-09
2.813853334824169139e-10 1.298182465345233215e-09
2.852537371773218833e-10 1.292400952115569731e-09
2.885416621946826014e-10 1.286670222762754100e-09
2.912997012078975460e-10 1.280991582332790099e-09
2.935768162519846048e-10 1.275365724548197458e-09
2.954194898258465334e-10 1.269792858479074731e-09
2.968716530399149502e-10 1.264272829915988653e-09
2.979744435246288269e-10 1.258805229648451102e-09
2.987659815227306030e-10 1.253389425579648235e-09
2.992814430034974348e-10 1.248024655769620167e-09
2.995532841847973425e-10 1.242710077454189214e-09
2.996109833178668125e-10 1.237444778057871132e-09
2.994814799517808608e-10 1.232227818049390864e-09
2.991890587997588922e-10 1.227058215661210451e-09
2.987558015185871432e-10 1.221935044810279688e-09
2.982012428991344122e-10 1.216857418237920171e-09
2.975431046043455187e-10 1.211824443785271114e-09
2.967970121140525475e-10 1.206835251606410885e-09
2.959768494310637006e-10 1.201889013431083357e-09
2.950949767020170598e-10 1.196984933978182029e-09
2.941623070026226431e-10 1.192122263143596057e-09
2.931883679580026307e-10 1.187300281279125662e-09
2.921816260704262230e-10 1.182518324100340013e-09
2.911494004593485808e-10 1.177775751629214035e-09
2.900982160441671177e-10 1.173071908768530926e-09
2.890337373425809492e-10 1.168406198090854252e-09
2.879609234729983174e-10 1.163778058626125514e-09
2.868842373073208932e-10 1.159186967565480228e-09
2.858074124922050332e-10 1.154632381801801234e-09
2.847337632459892869e-10 1.150113785695423644e-09
2.836661551679445976e-10 1.145630723303322000e-09
2.826070328523617607e-10 1.141182766473888815e-09
2.815584545808936929e-10 1.136769480888679376e-09
2.805222755703486636e-10 1.132390430567683412e-09
2.794999390108751645e-10 1.128045217572985550e-09
2.784927668338112341e-10 1.123733469461088270e-09
2.775019338793405242e-10 1.119454788541957823e-09
2.765283183203390294e-10 1.115208791088825601e-09
2.755728101742022383e-10 1.110995111113100680e-09
2.746359587234041362e-10 1.106813429647647119e-09
2.737181836642028229e-10 1.102663420211556332e-09
2.728198512722966317e-10 1.098544763631796161e-09
2.719410899024984529e-10 1.094457124444012905e-09
2.710819656568392309e-10 1.090400189968770103e-09
2.702425155367146152e-10 1.086373660918789016e-09
2.694226724623392423e-10 1.082377253706535621e-09
2.686223260609677192e-10 1.078410695342808767e-09
2.678414639856752427e-10 1.074473703723290332e-09
2.670798557460027588e-10 1.070565983309045502e-09
2.663374325855708737e-10 1.066687256062988545e-09
2.656139877792387577e-10 1.062837259913707089e-09
2.649092702511884613e-10 1.059015725526219230e-09
2.642230337266065970e-10 1.055222426445566931e-09
2.635550978547889796e-10 1.051457102602384149e-09
2.629050982936643951e-10 1.047719508124590127e-09
2.622728578707923702e-10 1.044009421025499126e-09
2.616579979795596422e-10 1.040326586802197066e-09
2.610602825383145337e-10 1.036670739594629271e-09
2.604796068865342404e-10 1.033041664982637122e-09
2.599156338867622497e-10 1.029439139618663129e-09
2.593681987593441108e-10 1.025862925574856522e-09
2.588370073026673432e-10 1.022312805056192595e-09
2.583218605617482354e-10 1.018788562964995767e-09
2.578224942946906411e-10 1.015289981164244335e-09
2.573384448561693317e-10 1.011816804280851721e-09
